Sentence #,Word,POS,Tag
,via,ADP,O
,@USER,PROPN,O
Sentence: 1991,rt,X,O
,@USER,X,O
,:,PUNCT,O
,d,PROPN,PER
,-,PUNCT,PER
,rose,PROPN,PER
,have,VERB,O
,a,DET,O
,message,NOUN,O
,for,ADP,O
,the,DET,O
,bulls,PROPN,ORG
,😳,SYM,O
,(,PUNCT,O
,via,ADP,O
,@USER,PROPN,O
,),PUNCT,O
,URL,X,O
Sentence: 1992,rt,X,O
,@USER,X,O
,:,PUNCT,O
,stop,VERB,O
,worry,VERB,O
,about,ADP,O
,someone,PRON,O
,that,PRON,O
,be,AUX,O
,n't,PART,O
,worried,ADJ,O
,about,ADP,O
,you,PRON,O
,.,PUNCT,O
Sentence: 1993,the,DET,O
,ppl,NOUN,O
,we,PRON,O
,surround,VERB,O
,ourselves,PRON,O
,with,ADP,O
,either,PRON,O
,raise,NOUN,O
,or,CCONJ,O
,lower,VERB,O
,our,PRON,O
,standard,NOUN,O
,!,PUNCT,O
Sentence: 1994,rt,X,O
,@USER,X,O
,:,PUNCT,O
,NUMBER,NUM,O
,yr,NOUN,O
,of,ADP,O
,bank,NOUN,O
,fraud,NOUN,O
,",",PUNCT,O
,mis-selling,NOUN,O
,&,CCONJ,O
,tax,NOUN,O
,crime,NOUN,O
,have,AUX,O
,see,VERB,O
,not,PART,O
,one,NUM,O
,ceo,PROPN,O
,or,CCONJ,O
,senior,ADJ,O
,manager,NOUN,O
,jail,VERB,O
,.,PUNCT,O
,others,NOUN,O
,be,AUX,O
,n't,PART,O
,so,ADV,O
,lucky,ADJ,O
,URL,X,O
,…,PUNCT,O
Sentence: 1995,rt,X,O
,@USER,X,O
,:,PUNCT,O
,white,ADJ,O
,people,NOUN,O
,really,ADV,O
,want,VERB,O
,attention,NOUN,O
,tonight,NOUN,O
,URL,X,O
Sentence: 1996,hotelier,PROPN,O
,laud,ADJ,O
,ambode,NOUN,PER
,",",PUNCT,O
,task,NOUN,O
,lasg,NOUN,O
,on,ADP,O
,multiple,ADJ,O
,taxation,NOUN,O
,#generalnews,X,O
,URL,X,O
Sentence: 1997,rt,X,O
,@USER,X,O
,:,PUNCT,O
,“,PUNCT,O
,ai,PROPN,O
,-,PUNCT,O
,write,VERB,O
,novel,NOUN,O
,pass,VERB,O
,literary,ADJ,O
,prize,NOUN,O
,screening,NOUN,O
,”,PUNCT,O
,URL,X,O
Sentence: 1998,rt,X,O
,@USER,X,O
,:,PUNCT,O
,never,ADV,O
,no,DET,O
,time,NOUN,O
,for,ADP,O
,fuck,NOUN,O
,boyz,NOUN,O
,♡,SYM,O
,order,VERB,O
,this,DET,O
,today,NOUN,O
,with,ADP,O
,code,NOUN,O
,lit,NOUN,O
,for,ADP,O
,NUMBER,NUM,O
,%,SYM,O
,off,ADP,O
,😳😳😲,NOUN,O
,●,SYM,O
,URL,X,O
,●,SYM,O
,URL,X,O
,…,PUNCT,O
Sentence: 1999,an,DET,O
,authority,NOUN,O
,figure,NOUN,O
,may,AUX,O
,grant,VERB,O
,you,PRON,O
,the,DET,O
,freedom,NOUN,O
,of,ADP,O
,choice,NOUN,O
,today,NOUN,O
,.,PUNCT,O
,more,ADJ,O
,for,ADP,O
,leo,PROPN,MISC
,URL,X,O
Sentence: 2000,rt,X,O
,@USER,X,O
,:,PUNCT,O
,scared,VERB,O
,or,CCONJ,O
,fake,ADJ,O
,",",PUNCT,O
,or,CCONJ,O
,both,ADV,O
,.,PUNCT,O
Sentence: 2001,seriously,ADV,O
,",",PUNCT,O
,we,PRON,O
,can,AUX,O
,avoid,VERB,O
,a,DET,O
,lot,NOUN,O
,of,ADP,O
,heartache,ADJ,O
,if,SCONJ,O
,we,PRON,O
,just,ADV,O
,keep,VERB,O
,this,PRON,O
,in,ADP,O
,mind,NOUN,O
,.,PUNCT,O
,URL,X,O
Sentence: 2002,rt,X,O
,@USER,X,O
,:,PUNCT,O
,st,PROPN,MISC
,tastes,VERB,MISC
,about,ADP,O
,to,PART,O
,start,VERB,O
,@USER,PROPN,O
,@USER,PROPN,O
,@USER,PROPN,O
,@USER,PROPN,O
,@USER,PROPN,O
,@USER,PROPN,O
,URL,X,O
,…,PUNCT,O
Sentence: 2003,rt,X,O
,@USER,X,O
,:,PUNCT,O
,tbh,VERB,O
,vice,NOUN,MISC
,&,CCONJ,MISC
,virtue,NOUN,MISC
,be,AUX,O
,the,DET,O
,best,ADJ,O
,album,NOUN,O
,post,NOUN,O
,-,PUNCT,O
,split,NOUN,O
Sentence: 2004,rt,X,O
,@USER,X,O
,:,PUNCT,O
,you,PRON,O
,'re,AUX,O
,indescribable,ADJ,O
,.,PUNCT,O
,we,PRON,O
,writer,NOUN,O
,spend,VERB,O
,our,PRON,O
,life,NOUN,O
,try,VERB,O
,to,PART,O
,conjure,VERB,O
,you,PRON,O
,from,ADP,O
,every,DET,O
,angle,NOUN,O
,.,PUNCT,O
,we,PRON,O
,get,VERB,O
,close,ADJ,O
,enough,ADJ,O
,to,PART,O
,keep,VERB,O
,try,VERB,O
,…,PUNCT,O
Sentence: 2005,@USER,PROPN,O
,@USER,PROPN,O
,me,PRON,O
,pleasee,NOUN,O
,!,PUNCT,O
Sentence: 2006,rt,X,O
,@USER,X,O
,:,PUNCT,O
,now,ADV,O
,this,PRON,O
,be,AUX,O
,what,PRON,O
,i,PRON,O
,call,VERB,O
,art,NOUN,O
,URL,X,O
Sentence: 2007,easy,ADJ,MISC
,vape,NOUN,MISC
,NUMBER,NUM,O
,digital,ADJ,O
,hands,NOUN,O
,free,ADJ,O
,vaporizer,NOUN,O
,-,PUNCT,O
,URL,X,O
,|,SYM,O
,|,SYM,O
,easy,ADJ,MISC
,vape,PROPN,MISC
,NUMBER,NUM,O
,digital,ADJ,O
,hands,NOUN,O
,.,PUNCT,O
,URL,X,O
Sentence: 2008,@USER,PROPN,O
,what,DET,O
,big,ADJ,O
,bat,NOUN,O
,do,AUX,O
,see,VERB,O
,be,AUX,O
,available,ADJ,O
,?,PUNCT,O
,i,PRON,O
,do,AUX,O
,n't,PART,O
,see,VERB,O
,many,ADJ,O
,.,PUNCT,O
,not,PART,O
,be,AUX,O
,a,DET,O
,dick,NOUN,O
,with,ADP,O
,the,DET,O
,question,NOUN,O
,just,ADV,O
,a,DET,O
,honest,ADJ,O
,one,NOUN,O
Sentence: 2009,rt,X,O
,@USER,X,O
,:,PUNCT,O
,how,ADV,O
,dare,VERB,O
,you,PRON,O
,make,VERB,O
,me,PRON,O
,your,PRON,O
,second,ADJ,O
,choice,NOUN,O
Sentence: 2010,😂😂😂😂😂,SYM,O
,they,PRON,O
,get,VERB,O
,ta,PART,O
,chill,VERB,O
,URL,X,O
Sentence: 2011,online,VERB,O
,the,DET,O
,good,NOUN,O
,domestication,NOUN,O
,",",PUNCT,O
,e,PROPN,O
,lore,NOUN,O
,solution,NOUN,O
,",",PUNCT,O
,software,NOUN,O
,ready,VERB,O
,online,NOUN,O
,:,PUNCT,O
,bsvrrf,X,O
Sentence: 2012,rt,X,O
,@USER,X,O
,:,PUNCT,O
,my,PRON,O
,head,NOUN,O
,tell,VERB,O
,me,PRON,O
,that,SCONJ,O
,i,PRON,O
,do,AUX,O
,n’t,PART,O
,love,VERB,O
,you,PRON,O
,",",PUNCT,O
,but,CCONJ,O
,my,PRON,O
,heart,NOUN,O
,tell,VERB,O
,me,PRON,O
,you,PRON,O
,be,AUX,O
,a,DET,O
,liar,NOUN,O
,.,PUNCT,O
,#aldub39thweeksary,X,O
Sentence: 2013,rt,X,O
,@USER,X,O
,:,PUNCT,O
,if,SCONJ,O
,you,PRON,O
,can,AUX,O
,read,VERB,O
,one,NUM,O
,article,NOUN,O
,this,DET,O
,week,NOUN,O
,",",PUNCT,O
,this,PRON,O
,be,AUX,O
,it,PRON,O
,:,PUNCT,O
,PUNCT,PUNCT,O
,where,ADV,MISC
,book,NOUN,MISC
,be,AUX,MISC
,all,DET,MISC
,but,CCONJ,MISC
,nonexistent,ADJ,MISC
,PUNCT,PUNCT,O
,in,ADP,O
,the,DET,ORG
,atlantic,NOUN,ORG
,:,PUNCT,O
,URL,X,O
,…,PUNCT,O
Sentence: 2014,rt,X,O
,@USER,X,O
,:,PUNCT,O
,here,ADV,O
,we,PRON,O
,be,AUX,O
,know,VERB,O
,.,PUNCT,O
,#vancouver,X,O
,URL,X,O
Sentence: 2015,i,PRON,O
,wan,VERB,O
,na,PART,O
,go,VERB,O
,bowling,NOUN,O
,or,CCONJ,O
,bingo,NOUN,O
Sentence: 2016,dang,NOUN,O
,i,PRON,O
,miss,VERB,O
,@USER,PROPN,O
,&,CCONJ,O
,@USER,PROPN,O
Sentence: 2017,rt,X,O
,@USER,X,O
,:,PUNCT,O
,i,PRON,O
,.,PUNCT,O
,have,AUX,O
,never,ADV,O
,be,AUX,O
,leave,VERB,O
,speechless,ADV,O
,by,ADP,O
,something,PRON,O
,a,DET,O
,boy,NOUN,O
,have,AUX,O
,say,VERB,O
,URL,X,O
Sentence: 2018,@USER,PROPN,O
,see,VERB,O
,this,PRON,O
,!,PUNCT,O
,URL,X,O
Sentence: 2019,god,PROPN,O
,'s,PART,O
,hour,NOUN,O
,on,ADP,O
,the,DET,O
,jersey,PROPN,LOC
,shore,PROPN,LOC
,.,PUNCT,O
,URL,X,O
Sentence: 2020,i,PRON,O
,add,VERB,O
,a,DET,O
,video,NOUN,O
,to,ADP,O
,a,DET,O
,@USER,PROPN,O
,playlist,NOUN,O
,URL,X,O
,zelda,PROPN,MISC
,ocarina,NOUN,MISC
,of,ADP,MISC
,time,NOUN,MISC
,longplay,NOUN,O
,with,ADP,O
,hdwill,PROPN,O
,ep.,PROPN,O
,NUMBER,NUM,O
,-,PUNCT,O
,forest,PROPN,O
,temple,PROPN,O
Sentence: 2021,rt,X,O
,@USER,X,O
,:,PUNCT,O
,dream,NOUN,O
,car,NOUN,O
,status,NOUN,O
,for,ADP,O
,sure,ADJ,O
,URL,X,O
Sentence: 2022,authentic,ADJ,O
,louis,PROPN,ORG
,vuitton,PROPN,ORG
,monogram,PROPN,MISC
,marelle,NOUN,MISC
,shoulder,NOUN,MISC
,bag,NOUN,MISC
,m51157,NUM,O
,#s1493,X,O
,URL,X,O
,URL,X,O
Sentence: 2023,infinity,INTJ,O
Sentence: 2024,rt,X,O
,@USER,X,O
,:,PUNCT,O
,he,PRON,O
,be,AUX,O
,NUMBER,NUM,O
,when,ADV,O
,nuclear,ADJ,O
,bomb,NOUN,O
,explode,VERB,O
,in,ADP,O
,japan,PROPN,LOC
,.,PUNCT,O
,NUMBER,NUM,O
,-,PUNCT,O
,years,NOUN,O
,later,ADV,O
,he,PRON,O
,tell,VERB,O
,the,DET,O
,story,NOUN,O
,",",PUNCT,O
,URL,X,O
Sentence: 2025,rt,X,O
,@USER,X,O
,:,PUNCT,O
,@USER,PROPN,O
,lol,INTJ,O
,that,PRON,O
,'s,AUX,O
,not,PART,O
,my,PRON,O
,cat,NOUN,O
,just,ADV,O
,an,DET,O
,adorable,ADJ,O
,kitten,NOUN,O
,picture,NOUN,O
,that,PRON,O
,make,VERB,O
,me,PRON,O
,smile,VERB,O
,.,PUNCT,O
,sorry,ADJ,O
,for,ADP,O
,the,DET,O
,confusion,NOUN,O
Sentence: 2026,watch,VERB,O
,all,DET,O
,the,DET,O
,video,NOUN,O
,on,ADP,O
,my,PRON,O
,phone,NOUN,O
,of,ADP,O
,me,PRON,O
,&,CCONJ,O
,&,CCONJ,O
,@USER,PROPN,O
,make,VERB,O
,me,PRON,O
,happy,ADJ,O
,😂😂💟💟💟,SYM,O
Sentence: 2027,just,ADV,O
,realize,VERB,O
,ian,PROPN,O
,turn,VERB,O
,my,PRON,O
,wifi,NOUN,O
,on,ADP,O
,😩😂,SYM,O
Sentence: 2028,rt,X,O
,@USER,X,O
,:,PUNCT,O
,i,PRON,O
,m,AUX,O
,gunna,VERB,O
,tweet,VERB,O
,something,NOUN,O
,and,CCONJ,O
,i,PRON,O
,want,VERB,O
,you,PRON,O
,guy,NOUN,O
,to,PART,O
,take,VERB,O
,me,PRON,O
,NUMBER,NUM,O
,%,SYM,O
,serious,ADJ,O
Sentence: 2029,@USER,PROPN,O
,@USER,PROPN,O
,@USER,PROPN,O
,well,INTJ,O
,shit,NOUN,O
,.,PUNCT,O
Sentence: 2030,rt,X,O
,@USER,X,O
,:,PUNCT,O
,he,PRON,O
,’s,AUX,O
,get,VERB,O
,the,DET,O
,north,PROPN,O
,.,PUNCT,O
,north,PROPN,O
,get,VERB,O
,his,PRON,O
,back,ADV,O
,.,PUNCT,O
,#bringyourgame,X,O
,URL,X,O
,URL,X,O
Sentence: 2031,these,DET,O
,vendor,NOUN,O
,at,ADP,O
,the,DET,O
,democratic,PROPN,MISC
,convention,NOUN,MISC
,do,AUX,O
,n't,PART,O
,see,VERB,O
,much,ADJ,O
,enthusiasm,NOUN,O
,for,ADP,O
,clinton,PROPN,PER
,URL,X,O
Sentence: 2032,#livewiretv,X,O
,#slaptv,X,O
,source,NOUN,O
,:,PUNCT,O
,magic,PROPN,ORG
,agree,VERB,O
,to,PART,O
,deal,VERB,O
,with,ADP,O
,vogel,PROPN,PER
,for,ADP,O
,coach,NOUN,O
,URL,X,O
,#livewireathletics,X,O
Sentence: 2033,rt,X,O
,@USER,X,O
,:,PUNCT,O
,hay,INTJ,O
,@USER,PROPN,O
,.,PUNCT,O
,that,PRON,O
,'s,AUX,O
,all,DET,O
,i,PRON,O
,can,AUX,O
,say,VERB,O
,@USER,PROPN,O
,hahah,INTJ,O
,#aldubthequestion,X,O
,URL,X,O
Sentence: 2034,i,PRON,O
,wan,VERB,O
,na,PART,O
,set,VERB,O
,my,PRON,O
,alarm,NOUN,O
,for,ADP,O
,my,PRON,O
,birthday,NOUN,O
,to,PART,O
,be,AUX,O
,the,DET,O
,final,ADJ,MISC
,fantasy,ADJ,MISC
,victory,NOUN,O
,jingle,NOUN,O
Sentence: 2035,rt,X,O
,@USER,X,O
,:,PUNCT,O
,human,ADJ,O
,evolution,NOUN,O
,in,ADP,O
,NUMBER,NUM,O
,second,NOUN,O
,URL,X,O
Sentence: 2036,i,PRON,O
,just,ADV,O
,check,VERB,O
,in,ADP,O
,at,ADP,O
,chicago,PROPN,LOC
,o',NUM,LOC
,hare,PROPN,LOC
,intl,PROPN,LOC
,with,ADP,O
,#mplusplaces,PROPN,O
,download,VERB,O
,today,NOUN,O
,!,PUNCT,O
,URL,X,O
Sentence: 2037,retweet,VERB,O
,#빅스,NOUN,O
,(,PUNCT,O
,#vixx,PROPN,O
,),PUNCT,O
,and,CCONJ,O
,make,VERB,O
,on,ADP,O
,URL,X,O
,to,PART,O
,show,VERB,O
,how,ADV,O
,much,ADV,O
,you,PRON,O
,want,VERB,O
,a,DET,O
,show,NOUN,O
,in,ADP,O
,your,PRON,O
,city,NOUN,O
,!,PUNCT,O
,#nowmaking,X,O
Sentence: 2038,that,PRON,O
,will,AUX,O
,just,ADV,O
,create,VERB,O
,more,ADV,O
,leftist,ADJ,O
,legislator,NOUN,O
,thanks,NOUN,O
,to,ADP,O
,massive,ADJ,O
,illegal,ADJ,O
,immigration,NOUN,O
,.,PUNCT,O
,URL,X,O
Sentence: 2039,hold,VERB,O
,on,ADP,O
,",",PUNCT,O
,boy,NOUN,O
,!,PUNCT,O
,#uyl,X,O
,#cfcu19,X,O
Sentence: 2040,rt,X,O
,@USER,X,O
,:,PUNCT,O
,suck,VERB,O
,daddy,NOUN,O
,cock,NOUN,O
,by,ADP,O
,@USER,PROPN,O
,URL,X,O
,@USER,PROPN,O
,URL,X,O
Sentence: 2041,lose,VERB,O
,what,DET,O
,little,ADJ,O
,respect,NOUN,O
,i,PRON,O
,have,VERB,O
,.,PUNCT,O
,a,DET,O
,zero,NOUN,O
,want,VERB,O
,attention,NOUN,O
,.,PUNCT,O
,URL,X,O
Sentence: 2042,@USER,PROPN,O
,@USER,PROPN,O
,haha,INTJ,O
,idk,VERB,O
,just,ADV,O
,pass,VERB,O
,by,ADP,O
,and,CCONJ,O
,saw,VERB,O
,that,PRON,O
,and,CCONJ,O
,lol'd,VERB,O
,.,PUNCT,O
,how,ADV,O
,be,AUX,O
,it,PRON,O
,PUNCT,PUNCT,O
,unfried,ADJ,O
,PUNCT,PUNCT,O
,?,PUNCT,O
Sentence: 2043,NUMBER,NUM,O
,k,NUM,O
,away,ADV,O
,from,ADP,O
,NUMBER,NUM,O
,m,NUM,O
,!,PUNCT,O
,come,VERB,O
,on,ADP,O
,!,PUNCT,O
,we,PRON,O
,can,AUX,O
,harmos,VERB,O
,#harmonizers,X,O
,#iheartawards,X,O
,#bestfanarmy,X,O
,URL,X,O
Sentence: 2044,get,VERB,O
,to,ADP,O
,a,DET,O
,location,NOUN,O
,just,ADV,O
,*,PUNCT,O
,prolong,VERB,O
,mouthfart,NOUN,O
,noise,NOUN,O
,*,PUNCT,O
Sentence: 2045,one,NUM,O
,thing,NOUN,O
,go,VERB,O
,right,ADV,O
,and,CCONJ,O
,another,DET,O
,go,VERB,O
,wrong,ADJ,O
Sentence: 2046,rt,X,O
,@USER,X,O
,:,PUNCT,O
,a,DET,O
,perfect,ADJ,O
,inning,NOUN,O
,on,ADP,O
,seven,NUM,O
,pitch,NOUN,O
,from,ADP,O
,@USER,PROPN,O
,in,ADP,O
,his,PRON,O
,@USER,PROPN,O
,org.,NOUN,O
,debut,NOUN,O
,!,PUNCT,O
,general,NOUN,ORG
,up,ADP,O
,now,ADV,O
,!,PUNCT,O
,#griffeyhof,X,O
,URL,X,O
,…,PUNCT,O
Sentence: 2047,rt,X,O
,@USER,X,O
,:,PUNCT,O
,marriage,NOUN,O
,be,AUX,O
,kinda,ADV,O
,weird,ADJ,O
,though,ADV,O
,because,SCONJ,O
,it,PRON,O
,’s,AUX,O
,like,SCONJ,O
,‘,PUNCT,O
,i,PRON,O
,love,VERB,O
,you,PRON,O
,",",PUNCT,O
,let,VERB,O
,get,VERB,O
,the,DET,O
,law,NOUN,O
,involve,VERB,O
,so,ADV,O
,you,PRON,O
,ca,AUX,O
,n’t,PART,O
,leave,VERB,O
,”,PUNCT,O
Sentence: 2048,rt,X,O
,@USER,X,O
,:,PUNCT,O
,[,PUNCT,O
,fun,NOUN,O
,fact,ADP,O
,#429,PROPN,O
,],PUNCT,O
,twice,SCONJ,O
,get,VERB,O
,so,ADV,O
,much,ADJ,O
,support,NOUN,O
,and,CCONJ,O
,[,PUNCT,O
,food,NOUN,O
,],PUNCT,O
,during,ADP,O
,promos,NOUN,O
,that,SCONJ,O
,they,PRON,O
,lose,VERB,O
,more,ADJ,O
,weight,NOUN,O
,while,SCONJ,O
,not,PART,O
,promote,VERB,O
,.,PUNCT,O
,URL,X,O
,…,PUNCT,O
Sentence: 2049,boko,PROPN,ORG
,haram,PROPN,ORG
,:,PUNCT,O
,affect,VERB,O
,person,NOUN,O
,hit,VERB,O
,NUMBER,NUM,O
,million,NUM,O
,;,PUNCT,O
,nigeria,PROPN,LOC
,",",PUNCT,O
,others,NOUN,O
,risk,VERB,O
,worse,ADJ,O
,conditions,NOUN,O
,–,PUNCT,O
,un,PROPN,O
,URL,X,O
Sentence: 2050,@USER,PROPN,O
,by,ADP,O
,the,DET,O
,way,NOUN,O
,post,VERB,O
,a,DET,O
,selfie,NOUN,O
,",",PUNCT,O
,your,PRON,O
,makeup,NOUN,O
,be,AUX,O
,poppin',VERB,O
,(,PUNCT,O
,like,INTJ,O
,always,ADV,O
,but,CCONJ,O
,like,SCONJ,O
,hella,ADV,O
,slay,VERB,O
,today,NOUN,O
,),PUNCT,O
Sentence: 2051,associate,NOUN,O
,rick,PROPN,PER
,reid,PROPN,PER
,serenade,VERB,O
,us,PRON,O
,at,ADP,O
,the,DET,O
,tax,NOUN,O
,party,NOUN,O
,in,ADP,O
,NUMBER,NUM,O
,!,PUNCT,O
,#tbt,X,O
,#karaoke,X,O
,#party,X,O
,#welchfam,X,O
,URL,X,O
Sentence: 2052,rt,X,O
,@USER,X,O
,:,PUNCT,O
,interesting,ADJ,O
,letter,NOUN,O
,from,ADP,O
,@USER,PROPN,O
,of,ADP,O
,@USER,PROPN,O
,on,ADP,O
,the,DET,O
,impact,NOUN,O
,of,ADP,O
,local,ADJ,O
,blogging,NOUN,O
,on,ADP,O
,#hocoboe,PROPN,O
,race,NOUN,O
,.,PUNCT,O
,URL,X,O
,#hoco,X,O
,…,PUNCT,O
Sentence: 2053,*,PUNCT,O
,head,NOUN,O
,of,ADP,O
,medical,ADJ,O
,direction,NOUN,O
,-,PUNCT,O
,medical,ADJ,O
,communications,NOUN,O
,rtp,PROPN,O
,",",PUNCT,O
,nc,PROPN,LOC
,.,PUNCT,O
,-,PUNCT,O
,quintiles,NOUN,ORG
,:,PUNCT,O
,(,PUNCT,O
,#parsippany,PROPN,O
,",",PUNCT,O
,new,PROPN,LOC
,jersey,PROPN,LOC
,),PUNCT,O
,URL,X,O
,#marketing,X,O
Sentence: 2054,save,VERB,O
,:,PUNCT,O
,NUMBER,NUM,O
,%,SYM,O
,!,PUNCT,O
,only,ADV,O
,$,SYM,O
,NUMBER,NUM,O
,–,PUNCT,O
,msrp,PROPN,O
,:,PUNCT,O
,$,SYM,O
,NUMBER,NUM,O
,–,PUNCT,O
,weleda,PROPN,ORG
,NUMBER,NUM,O
,body,NOUN,O
,oil,NOUN,O
,essential,NOUN,O
,kit,NOUN,O
,URL,X,O
,URL,X,O
Sentence: 2055,rt,X,O
,@USER,X,O
,:,PUNCT,O
,the,DET,O
,internet,NOUN,O
,of,ADP,O
,things,NOUN,O
,be,AUX,O
,simple,ADJ,O
,than,SCONJ,O
,you,PRON,O
,think,VERB,O
,-,PUNCT,O
,forbes,PROPN,ORG
,URL,X,O
,#iot,X,O
Sentence: 2056,rt,X,O
,@USER,X,O
,:,PUNCT,O
,trump,PROPN,PER
,have,AUX,O
,completely,ADV,O
,change,VERB,O
,the,DET,O
,game,NOUN,O
,of,ADP,O
,politics,NOUN,O
,!,PUNCT,O
,imagine,VERB,O
,the,DET,O
,things,NOUN,O
,he,PRON,O
,will,AUX,O
,change,VERB,O
,when,ADV,O
,he,PRON,O
,'s,AUX,O
,in,ADP,O
,the,DET,O
,white,PROPN,LOC
,house,PROPN,LOC
,.,PUNCT,O
,#india,X,O
,…,PUNCT,O
Sentence: 2057,rt,X,O
,@USER,X,O
,:,PUNCT,O
,nail,NOUN,O
,and,CCONJ,O
,brow,NOUN,O
,do,VERB,O
,now,ADV,O
,i,PRON,O
,'m,AUX,O
,happy,ADJ,O
,💃,SYM,O
,🏼,SYM,O
Sentence: 2058,catch,VERB,O
,the,DET,O
,latest,ADJ,O
,vibes,NOUN,O
,and,CCONJ,O
,trend,VERB,O
,news,NOUN,O
,in,ADP,O
,entertainment,NOUN,O
,",",PUNCT,O
,sport,NOUN,O
,",",PUNCT,O
,fashion,NOUN,O
,and,CCONJ,O
,technology,NOUN,O
,URL,X,O
Sentence: 2059,rt,X,O
,@USER,X,O
,:,PUNCT,O
,NUMBER,NUM,O
,ksoo,NOUN,PER
,and,CCONJ,O
,jongin,PROPN,PER
,keep,VERB,O
,laugh,VERB,O
,about,ADP,O
,it,PRON,O
,together,ADV,O
,.,PUNCT,O
,ksoo,PROPN,PER
,be,AUX,O
,in,ADP,O
,a,DET,O
,really,ADV,O
,good,ADJ,O
,mood,NOUN,O
,and,CCONJ,O
,he,PRON,O
,be,AUX,O
,play,VERB,O
,around,ADP,O
,with,ADP,O
,lay,NOUN,O
,",",PUNCT,O
,…,PUNCT,O
Sentence: 2060,rt,X,O
,@USER,X,O
,:,PUNCT,O
,the,DET,O
,drum,PROPN,O
,island,NOUN,O
,during,ADP,O
,ride,NOUN,O
,.,PUNCT,O
,he,PRON,O
,break,VERB,O
,his,PRON,O
,drumstick,NOUN,O
,#marylandroadshow,X,O
,URL,X,O
Sentence: 2061,rt,X,O
,@USER,X,O
,:,PUNCT,O
,#3clotusgreensscam,PROPN,O
,purchase,VERB,O
,house,NOUN,O
,NUMBER,NUM,O
,years,NOUN,O
,back,ADV,O
,",",PUNCT,O
,NUMBER,NUM,O
,%,SYM,O
,money,NOUN,O
,take,VERB,O
,and,CCONJ,O
,stop,VERB,O
,work,NOUN,O
,",",PUNCT,O
,wait,VERB,O
,and,CCONJ,O
,wait,VERB,O
,.,PUNCT,O
,@USER,PROPN,O
,@USER,PROPN,O
,…,PUNCT,O
Sentence: 2062,#purplerain,X,O
,rip,X,O
,prince,PROPN,PER
Sentence: 2063,i,PRON,MISC
,ching,VERB,MISC
,divination,NOUN,O
,premium,ADJ,O
,report,NOUN,O
,reading,NOUN,O
,…,PUNCT,O
,:,PUNCT,O
,URL,X,O
,",",PUNCT,O
Sentence: 2064,rt,X,O
,@USER,X,O
,:,PUNCT,O
,the,DET,O
,real,ADJ,O
,mvp,PROPN,O
,URL,X,O
,URL,X,O
Sentence: 2065,rt,X,O
,@USER,X,O
,:,PUNCT,O
,accept,VERB,O
,no,DET,O
,one,NUM,O
,'s,PART,O
,definition,NOUN,O
,of,ADP,O
,your,PRON,O
,life,NOUN,O
,;,PUNCT,O
,define,VERB,O
,yourself,PRON,O
,.,PUNCT,O
,good,ADJ,O
,morning,NOUN,O
,fb,PROPN,O
,fam,NOUN,O
,",",PUNCT,O
,let,VERB,O
,'s,PRON,O
,get,VERB,O
,it,PRON,O
,!,PUNCT,O
Sentence: 2066,rt,X,O
,@USER,X,O
,:,PUNCT,O
,let,VERB,O
,go,VERB,O
,on,ADP,O
,an,DET,O
,adventure,NOUN,O
,🌌,SYM,O
,URL,X,O
Sentence: 2067,@USER,PROPN,O
,i,PRON,O
,do,AUX,O
,n’t,PART,O
,use,VERB,O
,itunes,PROPN,MISC
,match,NOUN,O
,",",PUNCT,O
,get,VERB,O
,it,PRON,O
,all,DET,O
,on,ADP,O
,an,DET,O
,external,ADJ,O
,",",PUNCT,O
,too,ADV,O
,much,ADV,O
,odd,ADJ,O
,music,NOUN,O
,to,PART,O
,trust,VERB,O
,itunes,PROPN,MISC
,with,ADP,O
,it,PRON,O
,.,PUNCT,O
Sentence: 2068,@USER,PROPN,O
,who,PRON,O
,'s,AUX,O
,your,PRON,O
,favourite,ADJ,O
,footballer,NOUN,O
,?,PUNCT,O
,#askarjun,X,O
Sentence: 2069,rt,X,O
,@USER,X,O
,:,PUNCT,O
,@USER,PROPN,O
,|,SYM,O
,dabb,PROPN,MISC
,on,ADP,MISC
,em,PRON,MISC
,with,ADP,O
,my,PRON,O
,braddah,NOUN,O
,@USER,PROPN,O
,enjoy,NOUN,O
,.,PUNCT,O
,and,CCONJ,O
,maybe,ADV,O
,rt,VERB,O
,💁🏻,SYM,O
,URL,X,O
Sentence: 2070,@USER,PROPN,O
,i,PRON,O
,only,ADV,O
,be,AUX,O
,able,ADJ,O
,to,PART,O
,exist,VERB,O
,because,SCONJ,O
,party,NOUN,O
,zone,NOUN,O
,exist,VERB,O
,for,ADP,O
,me,PRON,O
,to,ADP,O
,just,ADV,O
,.,PUNCT,O
,sit,VERB,O
,in,ADP,O
,and,CCONJ,O
,wait,VERB,O
,for,ADP,O
,people,NOUN,O
,to,PART,O
,appear,VERB,O
,.,PUNCT,O
,so,ADV,O
,.,PUNCT,O
Sentence: 2071,rt,X,O
,@USER,X,O
,:,PUNCT,O
,play,VERB,O
,with,ADP,O
,your,PRON,O
,friend,NOUN,O
,on,ADP,O
,dodgems,PROPN,MISC
,",",PUNCT,O
,a,DET,O
,new,ADJ,O
,interactive,ADJ,O
,ride,NOUN,O
,experience,NOUN,O
,only,ADV,O
,on,ADP,O
,mcdiscoveryparks,NOUN,ORG
,!,PUNCT,O
,~,PUNCT,O
,mpx,PROPN,O
,URL,X,O
Sentence: 2072,rt,X,O
